"","occurrenceID","bibliographicCitation","materialSampleID","eventDate","decimalLatitude","decimalLongitude","scientificName","organismQuantity","organismQuantityType","sampleSizeValue","sampleSizeUnit","associatedSequences","basisOfRecord","locationID","recordedBy","country","datasetID","occurrenceStatus","minimumDepthInMeters","maximumDepthInMeters","language","month","year","taxonID","scientificNameID","kingdom","phylum","class","order","family","genus"
"1","20-M07S1-12S-Acip-23",NA,"M07S1",2022-09-12,45.17169,-66.3081,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M07S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"2","20-M22S2-12S-Acip-23",NA,"M22S2",2022-09-13,45.18092,-66.2488,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M22S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"3","20-2A01S3-12S-Acip-23",NA,"2A01S3",2022-09-13,45.15794,-66.2578,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2A01S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"4","20-M11S1-12S-Acip-23",NA,"M11S1",2022-09-12,45.17898,-66.2943,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M11S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"5","20-2A10S3-12S-Acip-23",NA,"2A10S3",2022-09-13,45.15411,-66.2541,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2A10S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"6","20-M07S2-12S-Acip-23",NA,"M07S2",2022-09-12,45.17169,-66.3081,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M07S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"7","20-2B02S1-12S-Acip-23",NA,"2B02S1",2022-09-13,45.14356,-66.2627,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2B02S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"8","20-M24S3-12S-Acip-23",NA,"M24S3",2022-09-13,45.17369,-66.2417,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M24S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"9","20-M30S1-12S-Acip-23",NA,"M30S1",2022-09-13,45.14826,-66.2473,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M30S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"10","20-2B01S1-12S-Acip-23",NA,"2B01S1",2022-09-13,45.1408,-66.258,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2B01S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"11","20-M26S2-12S-Acip-23",NA,"M26S2",2022-09-13,45.16529,-66.2446,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M26S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"12","20-M08S2-12S-Acip-23",NA,"M08S2",2022-09-12,45.1694,-66.3028,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M08S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"13","20-2B02S2-12S-Acip-23",NA,"2B02S2",2022-09-13,45.14356,-66.2627,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2B02S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"14","20-M08S3-12S-Acip-23",NA,"M08S3",2022-09-12,45.1694,-66.3028,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M08S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"15","20-2A12S2-12S-Acip-23",NA,"2A12S2",2022-09-13,45.15398,-66.2351,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2A12S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"16","20-M02S1-12S-Acip-23",NA,"M02S1",2022-09-12,45.18982,-66.3197,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M02S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"17","20-M32S3-12S-Acip-23",NA,"M32S3",2022-09-13,45.14379,-66.246,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M32S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"18","20-2B03S2-12S-Acip-23",NA,"2B03S2",2022-09-13,45.1418,-66.26,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2B03S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"19","20-M15S3-12S-Acip-23",NA,"M15S3",2022-09-12,45.18655,-66.2835,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M15S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"20","20-M04S1-12S-Acip-23",NA,"M04S1",2022-09-12,45.18288,-66.3191,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M04S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"21","20-M06S3-12S-Acip-23",NA,"M06S3",2022-09-12,45.17537,-66.312,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M06S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"22","20-M15S1-12S-Acip-23",NA,"M15S1",2022-09-12,45.18655,-66.2835,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M15S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"23","20-M11S2-12S-Acip-23",NA,"M11S2",2022-09-12,45.17898,-66.2943,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M11S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"24","20-M24S2-12S-Acip-23",NA,"M24S2",2022-09-13,45.17369,-66.2417,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M24S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"25","20-M16S3-12S-Acip-23",NA,"M16S3",2022-09-12,45.19069,-66.2805,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M16S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"26","20-M28S2-12S-Acip-23",NA,"M28S2",2022-09-13,45.15721,-66.2497,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M28S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"27","20-M19S1-12S-Acip-23",NA,"M19S1",2022-09-12,45.19024,-66.2632,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M19S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"28","20-M01S1-12S-Acip-23",NA,"M01S1",2022-09-12,45.19198,-66.3199,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M01S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"29","20-M11S3-12S-Acip-23",NA,"M11S3",2022-09-12,45.17898,-66.2943,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M11S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"30","20-301S2-12S-Acip-23",NA,"301S2",2022-09-13,45.13879,-66.2569,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","301S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"31","20-M04S2-12S-Acip-23",NA,"M04S2",2022-09-12,45.18288,-66.3191,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M04S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"32","20-M04S3-12S-Acip-23",NA,"M04S3",2022-09-12,45.18288,-66.3191,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M04S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"33","20-M19S2-12S-Acip-23",NA,"M19S2",2022-09-12,45.19024,-66.2632,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M19S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"34","20-2A12S3-12S-Acip-23",NA,"2A12S3",2022-09-13,45.15398,-66.2351,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2A12S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"35","20-2A01S2-12S-Acip-23",NA,"2A01S2",2022-09-13,45.15794,-66.2578,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2A01S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"36","20-302S1-12S-Acip-23",NA,"302S1",2022-09-13,45.14597,-66.2425,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","302S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"37","20-M32S2-12S-Acip-23",NA,"M32S2",2022-09-13,45.14379,-66.246,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M32S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"38","20-M22S1-12S-Acip-23",NA,"M22S1",2022-09-13,45.18092,-66.2488,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M22S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"39","20-M01S2-12S-Acip-23",NA,"M01S2",2022-09-12,45.19198,-66.3199,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M01S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"40","20-M01S3-12S-Acip-23",NA,"M01S3",2022-09-12,45.19198,-66.3199,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M01S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"41","20-2B03S1-12S-Acip-23",NA,"2B03S1",2022-09-13,45.1418,-66.26,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2B03S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"42","20-303S1-12S-Acip-23",NA,"303S1",2022-09-13,45.14245,-66.2506,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","303S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"43","20-302S3-12S-Acip-23",NA,"302S3",2022-09-13,45.14597,-66.2425,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","302S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"44","20-M19S3-12S-Acip-23",NA,"M19S3",2022-09-12,45.19024,-66.2632,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M19S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"45","20-303S2-12S-Acip-23",NA,"303S2",2022-09-13,45.14245,-66.2506,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","303S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"46","20-301S1-12S-Acip-23",NA,"301S1",2022-09-13,45.13879,-66.2569,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","301S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"47","20-M15S2-12S-Acip-23",NA,"M15S2",2022-09-12,45.18655,-66.2835,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M15S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"48","20-M30S1-12S-Alop-21",NA,"M30S1",2022-09-13,45.14826,-66.2473,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M30S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"49","20-M26S2-12S-Alop-21",NA,"M26S2",2022-09-13,45.16529,-66.2446,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M26S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"50","20-M07S2-12S-Alop-21",NA,"M07S2",2022-09-12,45.17169,-66.3081,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M07S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"51","20-2A01S3-12S-Alop-21",NA,"2A01S3",2022-09-13,45.15794,-66.2578,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2A01S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"52","20-2B02S1-12S-Alop-21",NA,"2B02S1",2022-09-13,45.14356,-66.2627,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2B02S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"53","20-M04S1-12S-Alop-21",NA,"M04S1",2022-09-12,45.18288,-66.3191,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M04S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"54","20-M06S3-12S-Alop-21",NA,"M06S3",2022-09-12,45.17537,-66.312,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M06S3","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"55","20-M32S2-12S-Alop-21",NA,"M32S2",2022-09-13,45.14379,-66.246,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M32S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"56","20-M22S2-12S-Alop-21",NA,"M22S2",2022-09-13,45.18092,-66.2488,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M22S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"57","20-M28S2-12S-Alop-21",NA,"M28S2",2022-09-13,45.15721,-66.2497,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M28S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"58","20-M24S2-12S-Alop-21",NA,"M24S2",2022-09-13,45.17369,-66.2417,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M24S2","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"59","20-M19S1-12S-Alop-21",NA,"M19S1",2022-09-12,45.19024,-66.2632,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","M19S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
"60","20-2B01S1-12S-Alop-21",NA,"2B01S1",2022-09-13,45.1408,-66.258,"Alopias vulpinus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","2B01S1","Nick Jeffery | Ryan Stanley | Andrew Cooper","Canada","DFO-MCT-Musq-2020","absent",0.5,0.5,"en",9,2022,105836,"urn:lsid:marinespecies.org:taxname:105836","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae","Alopias"
